29,0.506145,0.484810,0.874620,0.554309,15000,-0.6,-9000
30,0.523599,0.500000,0.866025,0.577350,-32000,1.4,-44800
31,0.541052,0.515038,0.857167,0.600861,8000,0.9,7200
32,0.558505,0.529919,0.848048,0.624869,22000,-1.1,-24200
33,0.575959,0.544639,0.838671,0.649408,-18000,1.3,-23400
34,0.593412,0.559193,0.829038,0.674509,10000,0.4,4000
35,0.610865,0.573576,0.819152,0.700208,-25000,1.7,-42500
36,0.628319,0.587785,0.809017,0.726543,30000,-0.5,-15000
37,0.645772,0.601815,0.798636,0.753554,-7000,1.6,-11200
38,0.663225,0.615661,0.788011,0.781286,16000,0.2,3200
39,0.680678,0.629320,0.777146,0.809784,-28000,1.9,-53200
40,0.698132,0.642788,0.766044,0.839100,12000,-0.7,-8400
41,0.715585,0.656059,0.754710,0.869287,-20000,1.0,-20000
42,0.733038,0.669131,0.743145,0.900404,32000,0.3,9600
43,0.750492,0.681998,0.731354,0.932515,-15000,1.5,-22500
44,0.767945,0.694658,0.719340,0.965689,8000,-0.8,-6400
45,0.785398,0.707107,0.707107,1.000000,-22000,1.2,-26400
46,0.802851,0.719340,0.694658,1.028399,18000,0.5,9000
47,0.820305,0.731354,0.681998,1.072369,-30000,1.8,-54000
48,0.837758,0.743145,0.669131,1.110613,10000,-0.4,-4000
49,0.855211,0.754710,0.656059,1.150368,-5000,1.3,-6500
50,0.872665,0.766044,0.642788,1.191754,25000,0.7,17500
51,0.890118,0.777146,0.629320,1.234897,-32000,1.9,-60800
52,0.907571,0.788011,0.615661,1.279942,7000,-1.0,-7000
53,0.925025,0.798636,0.601815,1.327045,-18000,0.6,-10800
54,0.942478,0.809017,0.587785,1.376382,15000,1.4,21000
55,0.959931,0.819152,0.573576,1.428143,-8000,-0.3,2400
56,0.977384,0.829038,0.559193,1.482561,28000,1.5,42000
57,0.994838,0.838671,0.544639,1.539865,-12000,1.1,-13200
58,1.012291,0.848048,0.529919,1.600335,20000,-0.7,-14000
59,1.029744,0.857167,0.515038,1.664279,-5000,1.6,-8000
60,1.047198,0.866025,0.500000,1.732051,32000,0.2,6400
61,1.064651,0.874620,0.484810,1.804048,-15000,1.7,-25500
62,1.082104,0.882948,0.469472,1.880726,9000,-0.5,-4500
63,1.099558,0.891007,0.453990,1.962611,-22000,1.3,-28600
64,1.117011,0.898794,0.438371,2.050304,18000,0.8,14400
65,1.134464,0.906308,0.422618,2.144507,-30000,1.9,-57000
66,1.151918,0.913545,0.406737,2.246037,10000,-1.1,-11000
67,1.169371,0.920505,0.390731,2.355852,-5000,0.4,-2000
68,1.186824,0.927184,0.374607,2.474966,25000,1.5,37500
69,1.204277,0.933580,0.358368,2.605089,-32000,1.0,-32000
70,1.221730,0.939693,0.342020,2.747477,7000,-0.6,-4200
71,1.239184,0.945519,0.325568,2.904218,-18000,1.4,-25200
72,1.256637,0.951057,0.309017,3.077684,15000,0.3,4500
73,1.274090,0.956305,0.292372,3.270853,-8000,1.8,-14400
74,1.291544,0.961262,0.275637,3.487414,28000,-0.9,-25200
75,1.308997,0.965926,0.258819,3.732051,-12000,1.2,-14400
76,1.326450,0.970296,0.241922,4.010781,20000,0.5,10000
77,1.343904,0.974370,0.224951,4.331476,-5000,1.6,-8000
78,1.361357,0.978148,0.207912,4.704630,32000,-0.4,-12800
79,1.378810,0.981627,0.190809,5.144552,-15000,1.3,-19500
80,1.396263,0.984808,0.173648,5.671282,9000,0.7,6300
81,1.413717,0.987688,0.156434,6.313752,-22000,1.9,-41800
82,1.431170,0.990268,0.139173,7.115370,18000,-1.0,-18000
83,1.448623,0.992546,0.121869,8.144346,-30000,0.6,-18000
84,1.466077,0.994522,0.104528,9.514364,10000,1.5,15000
85,1.483530,0.996195,0.087156,11.430052,-5000,-0.7,3500
86,1.500983,0.997564,0.069756,14.300667,25000,1.4,35000
87,1.518436,0.998630,0.052336,19.081137,-32000,1.1,-35200
88,1.535890,0.999391,0.034899,28.636253,7000,-0.8,-5600
89,1.553343,0.999848,0.017452,57.290000,-18000,1.7,-30600
91,1.588250,0.999848,-0.017452,-57.290000,15000,0.2,3000
92,1.605703,0.999391,-0.034899,-28.636253,-8000,1.8,-14400
93,1.623156,0.998630,-0.052336,-19.081137,28000,-0.5,-14000
94,1.640610,0.997564,-0.069756,-14.300667,-12000,1.3,-15600
95,1.658063,0.996195,-0.087156,-11.430052,20000,0.4,8000
96,1.675516,0.994522,-0.104528,-9.514364,-5000,1.6,-8000
97,1.692969,0.992546,-0.121869,-8.144346,32000,-0.9,-28800
98,1.710423,0.990268,-0.139173,-7.115370,-15000,1.2,-18000
99,1.727876,0.987688,-0.156434,-6.313752,9000,0.7,6300
100,1.745329,0.984808,-0.173648,-5.671282,-22000,1.9,-41800
101,1.762783,0.981627,-0.190809,-5.144552,18000,-1.1,-19800
102,1.780236,0.978148,-0.207912,-4.704630,-30000,0.5,-15000
103,1.797689,0.974370,-0.224951,-4.331476,10000,1.4,14000
104,1.815142,0.970296,-0.241922,-4.010781,-5000,-0.3,1500
105,1.832596,0.965926,-0.258819,-3.732051,25000,1.5,37500
106,1.850049,0.961262,-0.275637,-3.487414,-32000,1.0,-32000
107,1.867502,0.956305,-0.292372,-3.270853,7000,-0.6,-4200
108,1.884956,0.951057,-0.309017,-3.077684,-18000,1.4,-25200
109,1.902409,0.945519,-0.325568,-2.904218,15000,0.3,4500
110,1.919862,0.939693,-0.342020,-2.747477,-8000,1.8,-14400
111,1.937316,0.933580,-0.358368,-2.605089,28000,-0.9,-25200
112,1.954769,0.927184,-0.374607,-2.474966,-12000,1.2,-14400
113,1.972222,0.920505,-0.390731,-2.355852,20000,0.5,10000
114,1.989675,0.913545,-0.406737,-2.246037,-5000,1.6,-8000
115,2.007129,0.906308,-0.422618,-2.144507,32000,-0.4,-12800
116,2.024582,0.898794,-0.438371,-2.050304,-15000,1.3,-19500
117,2.042035,0.891007,-0.453990,-1.962611,9000,0.7,6300
118,2.059489,0.882948,-0.469472,-1.880726,-22000,1.9,-41800
119,2.076942,0.874620,-0.484810,-1.804048,18000,-1.0,-18000
120,2.094395,0.866025,-0.500000,-1.732051,-30000,0.6,-18000
121,2.111848,0.857167,-0.515038,-1.664279,10000,1.5,15000
122,2.129302,0.848048,-0.529919,-1.600335,-5000,-0.7,3500
123,2.146755,0.838671,-0.544639,-1.539865,25000,1.4,35000
124,2.164208,0.829038,-0.559193,-1.482561,-32000,1.1,-35200
125,2.181662,0.819152,-0.573576,-1.428143,7000,-0.8,-5600
126,2.199115,0.809017,-0.587785,-1.376382,-18000,1.7,-30600
127,2.216568,0.798636,-0.601815,-1.327045,15000,0.2,3000
128,2.234021,0.788011,-0.615661,-1.279942,-8000,1.8,-14400
129,2.251475,0.777146,-0.629320,-1.234897,28000,-0.5,-14000
130,2.268928,0.766044,-0.642788,-1.191754,-12000,1.3,-15600
131,2.286381,0.754710,-0.656059,-1.150368,20000,0.4,8000
132,2.303835,0.743145,-0.669131,-1.110613,-5000,1.6,-8000
133,2.321288,0.731354,-0.681998,-1.072369,32000,-0.9,-28800
154,2.687807,0.438371,-0.898794,-0.487733,-15000,1.2,-18000
155,2.705260,0.422618,-0.906308,-0.466308,9000,0.7,6300
156,2.722713,0.406737,-0.913545,-0.445228,-22000,1.9,-41800
157,2.740167,0.390731,-0.920505,-0.424475,18000,-1.1,-19800
158,2.757620,0.374607,-0.927184,-0.404026,-30000,0.5,-15000
205,3.577925,-0.422618,-0.906308,0.466308,10000,1.4,14000
206,3.595378,-0.438371,-0.898794,0.487733,-5000,-0.3,1500
207,3.612832,-0.453990,-0.891007,0.509525,25000,1.5,37500
208,3.630285,-0.469472,-0.882948,0.531709,-32000,1.0,-32000
311,5.427975,-0.754710,0.656059,-1.150368,7000,-0.6,-4200
312,5.445428,-0.743145,0.669131,-1.110613,-18000,1.4,-25200
560,9.773800,-0.342000,-0.93970,0.3640000,15000,0.3,4500
900,15.707963,0.000000,-1.000000,0.000000,-8000,1.8,-14400
