-78.0309,-1.3619,-0.9783,0.2074
-77.9264,-1.3601,-0.9779,0.2092
-77.5151,-1.3529,-0.9764,0.2162
-77.2978,-1.3491,-0.9755,0.2199
-77.1862,-1.3472,-0.9751,0.2218
-76.9028,-1.3422,-0.9740,0.2266
-76.7168,-1.3390,-0.9732,0.2298
-76.6721,-1.3382,-0.9731,0.2305
-76.5811,-1.3366,-0.9727,0.2321
-76.4754,-1.3347,-0.9723,0.2339
-76.3448,-1.3325,-0.9717,0.2361
-76.1438,-1.3290,-0.9709,0.2395
-76.0079,-1.3266,-0.9703,0.2418
-75.8780,-1.3243,-0.9698,0.2440
-75.5581,-1.3187,-0.9684,0.2494
-75.3574,-1.3152,-0.9675,0.2528
-75.2836,-1.3139,-0.9672,0.2540
-75.0964,-1.3107,-0.9664,0.2572
-74.9700,-1.3085,-0.9658,0.2593
-74.8609,-1.3066,-0.9653,0.2612
-74.8550,-1.3065,-0.9653,0.2613
-74.7294,-1.3043,-0.9647,0.2634
-74.6376,-1.3027,-0.9643,0.2649
-74.6372,-1.3027,-0.9643,0.2649
-74.6086,-1.3022,-0.9641,0.2654
-74.3545,-1.2977,-0.9629,0.2697
-74.0715,-1.2928,-0.9616,0.2744
-74.0337,-1.2921,-0.9614,0.2751
-73.7480,-1.2871,-0.9600,0.2799
-73.5831,-1.2843,-0.9592,0.2826
-73.5686,-1.2840,-0.9592,0.2829
-73.5154,-1.2831,-0.9589,0.2838
-73.2417,-1.2783,-0.9575,0.2883
-73.1387,-1.2765,-0.9570,0.2901
-73.0834,-1.2755,-0.9567,0.2910
-73.0004,-1.2741,-0.9563,0.2924
-72.5084,-1.2655,-0.9538,0.3006
-72.4192,-1.2640,-0.9533,0.3021
-72.3900,-1.2634,-0.9531,0.3025
-72.1007,-1.2584,-0.9516,0.3073
-71.8601,-1.2542,-0.9503,0.3113
-71.7981,-1.2531,-0.9500,0.3124
-71.7353,-1.2520,-0.9496,0.3134
-71.6793,-1.2510,-0.9493,0.3143
-71.4379,-1.2468,-0.9480,0.3183
-71.2606,-1.2437,-0.9470,0.3213
-70.8125,-1.2359,-0.9444,0.3287
-70.7092,-1.2341,-0.9439,0.3304
-70.5797,-1.2318,-0.9431,0.3325
-70.1908,-1.2251,-0.9408,0.3389
-70.0865,-1.2232,-0.9402,0.3406
-69.9846,-1.2215,-0.9396,0.3423
-69.8332,-1.2188,-0.9387,0.3448
-69.6173,-1.2151,-0.9374,0.3483
-69.5749,-1.2143,-0.9371,0.3490
-69.5598,-1.2140,-0.9370,0.3492
-69.3295,-1.2100,-0.9356,0.3530
-69.1437,-1.2068,-0.9345,0.3560
-69.1071,-1.2061,-0.9342,0.3566
-68.9585,-1.2036,-0.9333,0.3590
-68.9281,-1.2030,-0.9331,0.3595
-68.8454,-1.2016,-0.9326,0.3609
-68.8050,-1.2009,-0.9324,0.3615
-68.7305,-1.1996,-0.9319,0.3628
-68.6129,-1.1975,-0.9311,0.3647
-68.4732,-1.1951,-0.9302,0.3669
-68.4430,-1.1946,-0.9301,0.3674
-68.4244,-1.1942,-0.9299,0.3677
-68.2857,-1.1918,-0.9290,0.3700
-68.0333,-1.1874,-0.9274,0.3741
-67.6267,-1.1803,-0.9247,0.3806
-67.5609,-1.1792,-0.9243,0.3817
-67.1293,-1.1716,-0.9214,0.3887
-67.0522,-1.1703,-0.9209,0.3899
-67.0357,-1.1700,-0.9207,0.3902
-66.9519,-1.1685,-0.9202,0.3915
-66.8018,-1.1659,-0.9191,0.3939
-66.7515,-1.1650,-0.9188,0.3947
-65.8774,-1.1498,-0.9127,0.4087
-65.8055,-1.1485,-0.9122,0.4098
-65.4533,-1.1424,-0.9096,0.4154
-65.3728,-1.1410,-0.9090,0.4167
-65.3607,-1.1408,-0.9090,0.4169
-65.2464,-1.1388,-0.9081,0.4187
-65.0113,-1.1347,-0.9064,0.4224
-64.9312,-1.1333,-0.9058,0.4237
-64.9161,-1.1330,-0.9057,0.4239
-64.8913,-1.1326,-0.9055,0.4243
-64.8411,-1.1317,-0.9051,0.4251
-64.7850,-1.1307,-0.9047,0.4260
-64.7798,-1.1306,-0.9047,0.4261
-64.6459,-1.1283,-0.9037,0.4282
-64.6338,-1.1281,-0.9036,0.4284
-64.2616,-1.1216,-0.9008,0.4343
-63.9191,-1.1156,-0.8982,0.4396
-63.5269,-1.1088,-0.8951,0.4458
-63.2409,-1.1038,-0.8929,0.4502
-63.0150,-1.0998,-0.8911,0.4538
-62.9251,-1.0983,-0.8904,0.4552
-62.6987,-1.0943,-0.8886,0.4587
-62.6577,-1.0936,-0.8883,0.4593
-62.5431,-1.0916,-0.8874,0.4611
-62.4855,-1.0906,-0.8869,0.4620
-62.3969,-1.0890,-0.8862,0.4633
-62.2149,-1.0859,-0.8847,0.4662
-62.0569,-1.0831,-0.8834,0.4686
-61.9211,-1.0807,-0.8823,0.4707
-61.9168,-1.0807,-0.8823,0.4708
-61.8927,-1.0802,-0.8821,0.4711
-61.8415,-1.0793,-0.8816,0.4719
-61.0775,-1.0660,-0.8753,0.4836
-61.0547,-1.0656,-0.8751,0.4840
-60.9803,-1.0643,-0.8745,0.4851
-60.9070,-1.0630,-0.8738,0.4862
-60.7291,-1.0599,-0.8723,0.4889
-60.6719,-1.0589,-0.8718,0.4898
-60.5421,-1.0567,-0.8707,0.4918
-60.4323,-1.0547,-0.8698,0.4935
-60.0691,-1.0484,-0.8666,0.4990
-59.5918,-1.0401,-0.8624,0.5062
-59.4914,-1.0383,-0.8616,0.5077
-59.3058,-1.0351,-0.8599,0.5105
-59.2404,-1.0339,-0.8593,0.5114
-59.0979,-1.0315,-0.8580,0.5136
-58.9826,-1.0294,-0.8570,0.5153
-58.8238,-1.0267,-0.8556,0.5177
-58.8072,-1.0264,-0.8554,0.5179
-58.7929,-1.0261,-0.8553,0.5181
-58.6142,-1.0230,-0.8537,0.5208
-58.4333,-1.0199,-0.8520,0.5235
-58.2505,-1.0167,-0.8504,0.5262
-58.1382,-1.0147,-0.8493,0.5279
-58.1202,-1.0144,-0.8492,0.5281
-58.0610,-1.0134,-0.8486,0.5290
-57.9537,-1.0115,-0.8476,0.5306
-57.8621,-1.0099,-0.8468,0.5320
-57.3782,-1.0014,-0.8422,0.5391
-57.3418,-1.0008,-0.8419,0.5396
-57.3125,-1.0003,-0.8416,0.5401
-57.2716,-0.9996,-0.8412,0.5407
-57.2617,-0.9994,-0.8411,0.5408
-57.2531,-0.9993,-0.8411,0.5409
-56.9873,-0.9946,-0.8386,0.5448
-56.7863,-0.9911,-0.8366,0.5478
-56.7263,-0.9901,-0.8361,0.5486
-56.4268,-0.9848,-0.8332,0.5530
-56.4181,-0.9847,-0.8331,0.5531
-56.4175,-0.9847,-0.8331,0.5531
-56.3323,-0.9832,-0.8323,0.5544
-56.1383,-0.9798,-0.8304,0.5572
-55.6763,-0.9717,-0.8259,0.5639
-55.3881,-0.9667,-0.8230,0.5680
-54.8564,-0.9574,-0.8177,0.5756
-54.7577,-0.9557,-0.8167,0.5770
-54.7232,-0.9551,-0.8164,0.5775
-54.2313,-0.9465,-0.8114,0.5845
-54.0588,-0.9435,-0.8096,0.5870
-53.7072,-0.9374,-0.8060,0.5919
-53.1030,-0.9268,-0.7997,0.6004
-53.0750,-0.9263,-0.7994,0.6008
-52.8601,-0.9226,-0.7972,0.6038
-52.8443,-0.9223,-0.7970,0.6040
-52.5806,-0.9177,-0.7942,0.6076
-52.3172,-0.9131,-0.7914,0.6113
-52.2171,-0.9114,-0.7903,0.6127
-51.9395,-0.9065,-0.7874,0.6165
-51.7791,-0.9037,-0.7856,0.6187
-51.6666,-0.9018,-0.7844,0.6202
-51.3109,-0.8955,-0.7805,0.6251
-51.1523,-0.8928,-0.7788,0.6273
-50.0451,-0.8735,-0.7666,0.6422
-50.0207,-0.8730,-0.7663,0.6425
-49.7529,-0.8684,-0.7633,0.6461
-49.6316,-0.8662,-0.7619,0.6477
-49.5712,-0.8652,-0.7612,0.6485
-49.2309,-0.8592,-0.7573,0.6530
-48.9718,-0.8547,-0.7544,0.6564
-48.8444,-0.8525,-0.7529,0.6581
-48.8164,-0.8520,-0.7526,0.6585
-48.7349,-0.8506,-0.7517,0.6595
-48.4066,-0.8449,-0.7479,0.6638
-48.2018,-0.8413,-0.7455,0.6665
-47.2993,-0.8255,-0.7349,0.6782
-47.2953,-0.8255,-0.7349,0.6782
-47.2254,-0.8242,-0.7340,0.6791
-47.1272,-0.8225,-0.7329,0.6804
-46.8790,-0.8182,-0.7299,0.6835
-46.7739,-0.8164,-0.7287,0.6849
-46.4667,-0.8110,-0.7250,0.6888
-46.4302,-0.8104,-0.7245,0.6892
-46.3664,-0.8092,-0.7238,0.6900
-46.3554,-0.8091,-0.7236,0.6902
-46.2291,-0.8069,-0.7221,0.6918
-46.0820,-0.8043,-0.7203,0.6936
-45.8373,-0.8000,-0.7174,0.6967
-45.7277,-0.7981,-0.7160,0.6981
-45.6477,-0.7967,-0.7151,0.6991
-45.4774,-0.7937,-0.7130,0.7012
-45.4085,-0.7925,-0.7121,0.7020
-45.2721,-0.7901,-0.7105,0.7037
-45.1275,-0.7876,-0.7087,0.7055
-44.9564,-0.7846,-0.7066,0.7076
-44.6793,-0.7798,-0.7031,0.7111
-44.6763,-0.7797,-0.7031,0.7111
-44.5615,-0.7777,-0.7017,0.7125
-44.1648,-0.7708,-0.6967,0.7173
-43.5803,-0.7606,-0.6894,0.7244
-43.5776,-0.7606,-0.6893,0.7244
-43.5706,-0.7605,-0.6892,0.7245
-43.5161,-0.7595,-0.6886,0.7252
-43.4197,-0.7578,-0.6873,0.7263
-43.3039,-0.7558,-0.6859,0.7277
-42.7926,-0.7469,-0.6793,0.7338
-42.2637,-0.7376,-0.6725,0.7401
-41.7486,-0.7287,-0.6659,0.7461
-41.6382,-0.7267,-0.6644,0.7474
-41.5363,-0.7249,-0.6631,0.7485
-41.2661,-0.7202,-0.6596,0.7517
-41.2503,-0.7200,-0.6593,0.7518
-41.1573,-0.7183,-0.6581,0.7529
-41.0140,-0.7158,-0.6562,0.7545
-40.9848,-0.7153,-0.6559,0.7549
-40.7868,-0.7119,-0.6532,0.7571
-40.6702,-0.7098,-0.6517,0.7585
-40.1621,-0.7010,-0.6450,0.7642
-40.0715,-0.6994,-0.6437,0.7652
-39.8538,-0.6956,-0.6408,0.7677
-39.8437,-0.6954,-0.6407,0.7678
-39.6120,-0.6914,-0.6376,0.7704
-39.6039,-0.6912,-0.6375,0.7705
-39.4611,-0.6887,-0.6356,0.7721
-39.4319,-0.6882,-0.6352,0.7724
-39.4267,-0.6881,-0.6351,0.7724
-39.2662,-0.6853,-0.6329,0.7742
-39.2339,-0.6848,-0.6325,0.7746
-38.9204,-0.6793,-0.6282,0.7780
-38.7288,-0.6759,-0.6256,0.7801
-38.6830,-0.6751,-0.6250,0.7806
-38.5719,-0.6732,-0.6235,0.7818
-38.4227,-0.6706,-0.6215,0.7834
-38.0466,-0.6640,-0.6163,0.7875
-38.0352,-0.6638,-0.6161,0.7876
-37.8448,-0.6605,-0.6135,0.7897
-37.5788,-0.6559,-0.6099,0.7925
-37.4141,-0.6530,-0.6076,0.7943
-37.2335,-0.6498,-0.6051,0.7962
-37.2221,-0.6496,-0.6049,0.7963
-37.1536,-0.6485,-0.6040,0.7970
-36.9993,-0.6458,-0.6018,0.7986
-36.9962,-0.6457,-0.6018,0.7987
-36.5182,-0.6374,-0.5951,0.8037
-35.8420,-0.6256,-0.5856,0.8106
-35.7521,-0.6240,-0.5843,0.8116
-35.2365,-0.6150,-0.5770,0.8168
-35.1696,-0.6138,-0.5760,0.8175
-34.2851,-0.5984,-0.5633,0.8262
-34.0233,-0.5938,-0.5595,0.8288
-33.8921,-0.5915,-0.5576,0.8301
-33.8901,-0.5915,-0.5576,0.8301
-33.4160,-0.5832,-0.5507,0.8347
-32.9541,-0.5752,-0.5440,0.8391
-32.7595,-0.5718,-0.5411,0.8409
-32.5845,-0.5687,-0.5385,0.8426
-32.5236,-0.5676,-0.5376,0.8432
-32.3911,-0.5653,-0.5357,0.8444
-32.2597,-0.5630,-0.5338,0.8456
-32.0258,-0.5590,-0.5303,0.8478
-31.9764,-0.5581,-0.5296,0.8483
-31.8679,-0.5562,-0.5280,0.8493
-31.8235,-0.5554,-0.5273,0.8497
-31.7378,-0.5539,-0.5260,0.8505
-31.4671,-0.5492,-0.5220,0.8529
-31.4406,-0.5487,-0.5216,0.8532
-31.4281,-0.5485,-0.5214,0.8533
-31.0505,-0.5419,-0.5158,0.8567
-30.8405,-0.5383,-0.5126,0.8586
-30.8248,-0.5380,-0.5124,0.8587
-30.4384,-0.5313,-0.5066,0.8622
-29.9702,-0.5231,-0.4995,0.8663
-29.8362,-0.5207,-0.4975,0.8675
-29.7171,-0.5187,-0.4957,0.8685
-29.6646,-0.5177,-0.4949,0.8689
-29.4113,-0.5133,-0.4911,0.8711
-29.2293,-0.5101,-0.4883,0.8727
-29.1609,-0.5090,-0.4873,0.8733
-28.9747,-0.5057,-0.4844,0.8748
-28.6554,-0.5001,-0.4795,0.8775
-28.6081,-0.4993,-0.4788,0.8779
-28.4729,-0.4969,-0.4767,0.8790
-28.4254,-0.4961,-0.4760,0.8794
-27.7800,-0.4849,-0.4661,0.8847
-27.7748,-0.4848,-0.4660,0.8848
-27.6578,-0.4827,-0.4642,0.8857
-27.5485,-0.4808,-0.4625,0.8866
-27.3141,-0.4767,-0.4589,0.8885
-27.2038,-0.4748,-0.4572,0.8894
-27.1423,-0.4737,-0.4562,0.8899
-26.8943,-0.4694,-0.4523,0.8918
-26.8354,-0.4684,-0.4514,0.8923
-26.3967,-0.4607,-0.4446,0.8957
-25.9790,-0.4534,-0.4380,0.8990
-25.9250,-0.4525,-0.4372,0.8994
-25.9026,-0.4521,-0.4368,0.8995
-25.7845,-0.4500,-0.4350,0.9004
-25.5308,-0.4456,-0.4310,0.9024
-25.4762,-0.4446,-0.4301,0.9028
-25.4106,-0.4435,-0.4291,0.9033
-25.2917,-0.4414,-0.4272,0.9041
-25.1657,-0.4392,-0.4252,0.9051
-25.0248,-0.4368,-0.4230,0.9061
-24.7692,-0.4323,-0.4190,0.9080
-24.6452,-0.4301,-0.4170,0.9089
-24.5467,-0.4284,-0.4154,0.9096
-24.4315,-0.4264,-0.4136,0.9105
-24.0549,-0.4198,-0.4076,0.9132
-23.8112,-0.4156,-0.4037,0.9149
-23.7991,-0.4154,-0.4035,0.9150
-23.5956,-0.4118,-0.4003,0.9164
-23.3715,-0.4079,-0.3967,0.9180
-23.3151,-0.4069,-0.3958,0.9183
-23.2845,-0.4064,-0.3953,0.9186
-23.0368,-0.4021,-0.3913,0.9203
-22.8044,-0.3980,-0.3876,0.9218
-22.6313,-0.3950,-0.3848,0.9230
-22.5828,-0.3941,-0.3840,0.9233
-22.5698,-0.3939,-0.3838,0.9234
-22.5233,-0.3931,-0.3831,0.9237
-22.3951,-0.3909,-0.3810,0.9246
-22.2733,-0.3887,-0.3790,0.9254
-22.2366,-0.3881,-0.3784,0.9256
-22.1501,-0.3866,-0.3770,0.9262
-22.0889,-0.3855,-0.3760,0.9266
-21.6554,-0.3780,-0.3690,0.9294
-21.4397,-0.3742,-0.3655,0.9308
-21.0351,-0.3671,-0.3589,0.9334
-20.8996,-0.3648,-0.3567,0.9342
-20.6825,-0.3610,-0.3532,0.9356
-20.5016,-0.3578,-0.3502,0.9367
-20.3877,-0.3558,-0.3484,0.9374
-20.1295,-0.3513,-0.3441,0.9389
-20.0381,-0.3497,-0.3426,0.9395
-19.9437,-0.3481,-0.3411,0.9400
-19.9268,-0.3478,-0.3408,0.9401
-19.3961,-0.3385,-0.3321,0.9432
-19.3599,-0.3379,-0.3315,0.9435
-19.2425,-0.3358,-0.3296,0.9441
-18.6223,-0.3250,-0.3193,0.9476
-18.5070,-0.3230,-0.3174,0.9483
-18.4883,-0.3227,-0.3171,0.9484
-18.3860,-0.3209,-0.3154,0.9490
-18.3297,-0.3199,-0.3145,0.9493
-18.2692,-0.3189,-0.3135,0.9496
-18.1796,-0.3173,-0.3120,0.9501
-17.8627,-0.3118,-0.3067,0.9518
-17.8468,-0.3115,-0.3065,0.9519
-17.3731,-0.3032,-0.2986,0.9544
-16.4279,-0.2867,-0.2828,0.9592
-16.3885,-0.2860,-0.2821,0.9594
-16.3059,-0.2846,-0.2808,0.9598
-16.1311,-0.2815,-0.2778,0.9606
-16.1286,-0.2815,-0.2778,0.9606
-15.8687,-0.2770,-0.2734,0.9619
-15.7289,-0.2745,-0.2711,0.9626
-15.3677,-0.2682,-0.2650,0.9642
-15.3325,-0.2676,-0.2644,0.9644
-14.8661,-0.2595,-0.2566,0.9665
-14.7163,-0.2568,-0.2540,0.9672
-14.6213,-0.2552,-0.2524,0.9676
-14.5935,-0.2547,-0.2520,0.9677
-14.4720,-0.2526,-0.2499,0.9683
-14.1436,-0.2469,-0.2444,0.9697
-13.6565,-0.2384,-0.2361,0.9717
-13.6401,-0.2381,-0.2358,0.9718
-13.4616,-0.2349,-0.2328,0.9725
-13.4215,-0.2342,-0.2321,0.9727
-13.1206,-0.2290,-0.2270,0.9739
-13.0426,-0.2276,-0.2257,0.9742
-12.9269,-0.2256,-0.2237,0.9747
-12.7811,-0.2231,-0.2212,0.9752
-12.3013,-0.2147,-0.2131,0.9770
-12.2499,-0.2138,-0.2122,0.9772
-11.9067,-0.2078,-0.2063,0.9785
-11.7311,-0.2047,-0.2033,0.9791
-11.4973,-0.2007,-0.1993,0.9799
-11.2545,-0.1964,-0.1952,0.9808
-10.9852,-0.1917,-0.1906,0.9817
-10.9557,-0.1912,-0.1901,0.9818
-10.7726,-0.1880,-0.1869,0.9824
-10.6627,-0.1861,-0.1850,0.9827
-10.5245,-0.1837,-0.1827,0.9832
-9.7190,-0.1696,-0.1688,0.9856
-9.4658,-0.1652,-0.1645,0.9864
-9.2798,-0.1620,-0.1613,0.9869
-8.9021,-0.1554,-0.1547,0.9880
-8.8489,-0.1544,-0.1538,0.9881
-8.6008,-0.1501,-0.1495,0.9888
-8.5609,-0.1494,-0.1489,0.9889
-8.4080,-0.1467,-0.1462,0.9893
-8.1826,-0.1428,-0.1423,0.9898
-7.9818,-0.1393,-0.1389,0.9903
-7.9074,-0.1380,-0.1376,0.9905
-7.5145,-0.1312,-0.1308,0.9914
-7.3556,-0.1284,-0.1280,0.9918
-7.0598,-0.1232,-0.1229,0.9924
-6.8390,-0.1194,-0.1191,0.9929
-6.7438,-0.1177,-0.1174,0.9931
-6.7177,-0.1172,-0.1170,0.9931
-6.5343,-0.1140,-0.1138,0.9935
-6.1924,-0.1081,-0.1079,0.9942
-5.6411,-0.0985,-0.0983,0.9952
-5.6352,-0.0984,-0.0982,0.9952
-5.1163,-0.0893,-0.0892,0.9960
-5.0280,-0.0878,-0.0876,0.9962
-5.0013,-0.0873,-0.0872,0.9962
-4.7751,-0.0833,-0.0832,0.9965
-4.6869,-0.0818,-0.0817,0.9967
-4.6487,-0.0811,-0.0810,0.9967
-4.3109,-0.0752,-0.0752,0.9972
-3.3948,-0.0593,-0.0592,0.9982
-2.7859,-0.0486,-0.0486,0.9988
-2.2624,-0.0395,-0.0395,0.9992
-1.8985,-0.0331,-0.0331,0.9995
-1.5091,-0.0263,-0.0263,0.9997
-1.4191,-0.0248,-0.0248,0.9997
-1.3468,-0.0235,-0.0235,0.9997
-1.3287,-0.0232,-0.0232,0.9997
-1.3275,-0.0232,-0.0232,0.9997
-1.1168,-0.0195,-0.0195,0.9998
-1.0043,-0.0175,-0.0175,0.9998
-0.8682,-0.0152,-0.0152,0.9999
-0.8116,-0.0142,-0.0142,0.9999
-0.6541,-0.0114,-0.0114,0.9999
-0.4953,-0.0086,-0.0086,1.0000
-0.2938,-0.0051,-0.0051,1.0000
-0.2804,-0.0049,-0.0049,1.0000
0.2729,0.0048,0.0048,1.0000
0.3951,0.0069,0.0069,1.0000
0.4747,0.0083,0.0083,1.0000
0.4822,0.0084,0.0084,1.0000
0.4897,0.0085,0.0085,1.0000
0.5645,0.0099,0.0099,1.0000
0.6151,0.0107,0.0107,0.9999
0.9454,0.0165,0.0165,0.9999
1.0600,0.0185,0.0185,0.9998
1.3699,0.0239,0.0239,0.9997
1.5427,0.0269,0.0269,0.9996
1.9345,0.0338,0.0338,0.9994
2.0416,0.0356,0.0356,0.9994
2.1019,0.0367,0.0367,0.9993
2.1768,0.0380,0.0380,0.9993
2.5181,0.0439,0.0439,0.9990
2.5622,0.0447,0.0447,0.9990
2.9341,0.0512,0.0512,0.9987
3.2993,0.0576,0.0576,0.9983
3.3823,0.0590,0.0590,0.9983
3.3909,0.0592,0.0591,0.9982
3.4052,0.0594,0.0594,0.9982
3.6123,0.0630,0.0630,0.9980
3.6294,0.0633,0.0633,0.9980
3.6554,0.0638,0.0638,0.9980
4.0038,0.0699,0.0698,0.9976
4.0919,0.0714,0.0714,0.9975
4.1518,0.0725,0.0724,0.9974
4.1576,0.0726,0.0725,0.9974
4.3903,0.0766,0.0765,0.9971
4.4121,0.0770,0.0769,0.9970
4.4562,0.0778,0.0777,0.9970
4.6242,0.0807,0.0806,0.9967
4.9862,0.0870,0.0869,0.9962
5.3371,0.0932,0.0930,0.9957
5.6438,0.0985,0.0983,0.9952
5.7804,0.1009,0.1007,0.9949
5.8661,0.1024,0.1022,0.9948
5.8711,0.1025,0.1023,0.9948
6.0230,0.1051,0.1049,0.9945
6.4395,0.1124,0.1122,0.9937
6.4974,0.1134,0.1132,0.9936
6.6792,0.1166,0.1163,0.9932
6.7312,0.1175,0.1172,0.9931
7.0816,0.1236,0.1233,0.9924
7.3143,0.1277,0.1273,0.9919
7.4942,0.1308,0.1304,0.9915
7.6761,0.1340,0.1336,0.9910
7.6853,0.1341,0.1337,0.9910
7.6904,0.1342,0.1338,0.9910
7.8395,0.1368,0.1364,0.9907
8.2110,0.1433,0.1428,0.9897
8.4079,0.1467,0.1462,0.9893
8.7721,0.1531,0.1525,0.9883
8.8608,0.1547,0.1540,0.9881
8.9152,0.1556,0.1550,0.9879
9.3433,0.1631,0.1623,0.9867
9.3685,0.1635,0.1628,0.9867
9.6938,0.1692,0.1684,0.9857
9.7521,0.1702,0.1694,0.9855
9.7838,0.1708,0.1699,0.9855
9.9362,0.1734,0.1726,0.9850
9.9777,0.1741,0.1733,0.9849
10.2173,0.1783,0.1774,0.9841
10.2243,0.1784,0.1775,0.9841
10.5128,0.1835,0.1825,0.9832
10.7353,0.1874,0.1863,0.9825
10.9689,0.1914,0.1903,0.9817
11.0299,0.1925,0.1913,0.9815
11.6714,0.2037,0.2023,0.9793
11.7240,0.2046,0.2032,0.9791
11.9529,0.2086,0.2071,0.9783
12.2956,0.2146,0.2130,0.9771
12.5802,0.2196,0.2178,0.9760
12.6110,0.2201,0.2183,0.9759
12.7401,0.2224,0.2205,0.9754
12.8903,0.2250,0.2231,0.9748
13.2189,0.2307,0.2287,0.9735
13.4052,0.2340,0.2318,0.9728
13.5854,0.2371,0.2349,0.9720
13.7319,0.2397,0.2374,0.9714
13.7730,0.2404,0.2381,0.9712
13.8427,0.2416,0.2393,0.9710
14.0905,0.2459,0.2435,0.9699
14.5059,0.2532,0.2505,0.9681
14.6229,0.2552,0.2525,0.9676
14.9475,0.2609,0.2579,0.9662
15.0064,0.2619,0.2589,0.9659
15.0106,0.2620,0.2590,0.9659
15.0581,0.2628,0.2598,0.9657
15.1766,0.2649,0.2618,0.9651
15.4396,0.2695,0.2662,0.9639
15.5214,0.2709,0.2676,0.9635
15.6314,0.2728,0.2694,0.9630
16.1852,0.2825,0.2787,0.9604
16.2416,0.2835,0.2797,0.9601
16.2531,0.2837,0.2799,0.9600
16.3500,0.2854,0.2815,0.9596
16.3608,0.2855,0.2817,0.9595
16.4296,0.2868,0.2828,0.9592
16.6347,0.2903,0.2863,0.9581
16.8467,0.2940,0.2898,0.9571
16.9436,0.2957,0.2914,0.9566
17.1141,0.2987,0.2943,0.9557
17.1693,0.2997,0.2952,0.9554
17.2150,0.3005,0.2960,0.9552
17.4318,0.3042,0.2996,0.9541
17.5344,0.3060,0.3013,0.9535
17.6220,0.3076,0.3027,0.9531
17.7586,0.3099,0.3050,0.9524
18.0931,0.3158,0.3106,0.9506
18.2007,0.3177,0.3123,0.9500
18.5674,0.3241,0.3184,0.9479
19.0395,0.3323,0.3262,0.9453
19.1115,0.3336,0.3274,0.9449
19.1573,0.3344,0.3282,0.9446
19.2088,0.3353,0.3290,0.9443
19.3581,0.3379,0.3315,0.9435
19.7216,0.3442,0.3375,0.9413
19.9117,0.3475,0.3406,0.9402
20.0618,0.3501,0.3430,0.9393
